image_idx,image_name,cx,cy,cz,dx,dy,dz,r11,r12,r13,r21,r22,r23,r31,r32,r33,t1,t2,t3
10,dinoR0011.png,0.6423560540081603,0.24558887757458198,-0.015488913126460214,-0.9545388930684495,-0.2937179807032902,0.0508453481573316,-0.2958692736537426,0.9543203674540115,-0.04164223064050415,-0.03629195812610536,-0.054793404414896794,-0.99783731078169,-0.9545392809218162,-0.2937181000483567,0.05084536881708638,-0.0449622752862,0.0213132452192,0.6860749719
11,dinoR0012.png,0.6391949740146817,0.2497323080380487,0.0706722279960972,-0.9505456358296461,-0.3000411584811966,-0.08023900186614197,-0.2940178138410265,0.9525436371806184,-0.07882994806514329,0.10008332165785941,-0.0513404709959864,-0.993652938260586,-0.9505460672738756,-0.300041294667216,-0.08023903828591292,-0.0443753092369,0.0190721345685,0.68818432954
12,dinoR0013.png,0.6243208175115903,0.25353708714700457,0.1556144778621675,-0.928724577294344,-0.30585437984298863,-0.2095799557646263,-0.2871155271177091,0.9509162058805516,-0.11542531551888323,0.23459648205218459,-0.047025360758899404,-0.9709540791487187,-0.9287250060359187,-0.30585452103930416,-0.20958005251628167,-0.0438785957547,0.0165537684268,0.689980882752
13,dinoR0014.png,0.5980106659661839,0.2569323386589111,0.2377555128047259,-0.8894822054994331,-0.3110493552373319,-0.3347681357362197,-0.2752909918442063,0.9494683896923851,-0.15074662613606765,0.36474178111339506,-0.04192845674106188,-0.9301635765872651,-0.8894825883958716,-0.3110494891351092,-0.33476827984424806,-0.0434813877159,0.0138050595545,0.691431164984
14,dinoR0015.png,0.5607546210143118,0.25985481632820673,0.3155652217018954,-0.8335495128328391,-0.31552931296406367,-0.45347156726145743,-0.2587644737251006,0.9482271583232081,-0.18413591973560506,0.4880948913450796,-0.03614470332115015,-0.872041270060752,-0.8335498163399503,-0.31552942785272814,-0.45347173237683847,-0.0431910842535,0.0108772104965,0.692508160593
15,dinoR0016.png,0.5132466949298861,0.2622500794637704,0.38759414617492877,-0.76196841062996,-0.3192107978745474,-0.5634790215441452,-0.23784383172715773,0.9472156337622715,-0.21497121233681032,0.6023579607097492,-0.029781841486487756,-0.7976698722490572,-0.761968615507682,-0.3192108837038025,-0.5634791730521299,-0.0430130932292,0.00782476187925,0.693191806981
16,dinoR0017.png,0.45637187049561034,0.2640735088441675,0.45250052362872994,-0.676072304715823,-0.3220252288161826,-0.6627412698784649,-0.21291877783174787,0.9464526587984764,-0.24267810077476465,0.7054024843955565,-0.022958399315372496,-0.7084347815926941,-0.6760724082485318,-0.32202527813064796,-0.6627413713696788,-0.042950730279,0.00470457504556,0.693469369107
17,dinoR0018.png,0.3911896180928174,0.2652911374303862,0.5090752710469263,-0.5774612629915622,-0.323920175646577,-0.7494092403695596,-0.18445361863808038,0.945952446211952,-0.26674045813558944,0.7953089378726664,-0.015801484626413932,-0.6059982790097559,-0.5774612783996231,-0.32392018428954944,-0.7494092603656077,-0.0430051571066,0.0015747731732,0.693335676516
18,dinoR0019.png,0.3189141597663885,0.2658802831048249,0.5562645079155306,-0.46797221156014773,-0.3248603361579904,-0.8218684634397538,-0.15297860620966625,0.9457243140168501,-0.28671004822440826,0.8704025340037631,-0.008444417200343788,-0.4922685627472259,-0.46797216475099673,-0.32486030366367524,-0.8218683812319558,-0.0431753598432,-0.00150634145011,0.692793219646
19,dinoR0020.png,0.24089185057040174,0.265829971198804,0.5931891880287324,-0.34964471810044356,-0.3248281939805049,-0.8787691480120503,-0.11908006048154095,0.9457725118843698,-0.30221487535765523,0.9292844211599459,-0.0010242452847239892,-0.36936420225769134,-0.34964464235119475,-0.3248281236076652,-0.8787689576299298,-0.0434581679339,-0.00448137348799,0.691852103444
20,dinoR0021.png,0.15857609851684967,0.26514113892740276,0.619161474451451,-0.22468299957699586,-0.3238243451749654,-0.9190513278218407,-0.08338944722911311,0.9460961419794233,-0.31296611393889306,0.9708577411801359,0.006320807355628457,-0.23957467325849086,-0.22468292908270854,-0.32382424357508255,-0.9190510394695022,-0.0438483131989,-0.00729490372194,0.690529859123
21,dinoR0022.png,0.07350029033640833,0.26382661793300155,0.6336975526243965,-0.09541486184727245,-0.32186748739722093,-0.9419646090449819,-0.046571615055417556,0.9466891756856044,-0.3187634887332563,0.9943480617635077,0.01345391628587919,-0.1053177091304816,-0.0954148252529125,-0.32186736395172766,-0.9419642477743027,-0.0443385279701,-0.00989452140652,0.688851117594
22,dinoR0023.png,-0.012750772616631314,0.26191089525478733,0.6365266429118341,0.03575166395137021,-0.31899407180432837,-0.9470821509649537,-0.009312410519445213,0.9475405659069072,-0.31949900561618205,0.9993178026781318,0.020242205181543904,0.030905736880817554,0.03575164892177518,-0.3189939377028297,-0.9470817528223328,-0.0449196804736,-0.0122318005824,0.686847150636
23,dinoR0024.png,-0.09857039621485769,0.2594296571817533,0.6275960447127935,0.16637318028161893,-0.31525762416352227,-0.9343086188662456,0.027694097887721116,0.9486344528542251,-0.31515896329964094,0.985674387052853,0.026559221063029388,0.16655807969272288,0.16637311017687328,-0.3152574913232681,-0.9343082251761811,-0.0455809449379,-0.0142632021604,0.684555288361
24,dinoR0025.png,-0.18235992322995237,0.25642912448520533,0.607072118176905,0.2940164414080655,-0.31072774779763096,-0.9038819607273669,0.06375854892581119,0.9499504594832172,-0.30582420856121145,0.9536719659092558,0.032287289875411136,0.29911237279470415,0.29401632780750164,-0.3107276277402383,-0.9038816114900934,-0.046310003257,-0.0159508849721,0.682018223828
25,dinoR0026.png,-0.2625585132922127,0.2529651914127536,0.575337185227563,0.41630368260827283,-0.3054888269396778,-0.8563689744846027,0.09820913010109425,0.9514640710800935,-0.29166863022156564,0.9039066838089529,0.037319708533453136,0.42609938048123247,0.41630355015306564,-0.3054887297423972,-0.8563687020139649,-0.0470932744536,-0.0172634106798,0.67928321775
26,dinoR0027.png,-0.33767221839362016,0.24910238448398114,0.5329824076264347,0.5309569155810722,-0.2996384546622515,-0.7926547484764424,0.13040409226215816,0.9531470919243544,-0.2729559199247134,0.8373055738082278,0.04156273259821787,0.5451535750415106,0.5309567976123062,-0.2996383880881516,-0.792654572363278,-0.0479161676672,-0.0181763294125,0.676401218115
27,dinoR0028.png,-0.4063018123136389,0.24491266048447424,0.48079677475164323,0.6358403645474544,-0.2932856146879805,-0.7139261719724622,0.15974370417249667,0.9549681705217214,-0.25003466006154473,0.7551092885860174,0.044937322558611735,0.6540572020654641,0.6358402970936388,-0.2932855835744575,-0.7139260962348288,-0.0487633539541,-0.0186726352215,0.673425911125
28,dinoR0029.png,-0.4671688555548721,0.24047406604550708,0.4197524062143373,0.7290002522854455,-0.28654865097894905,-0.6216498232830933,0.18568142436883456,0.9568933836231622,-0.22333183033935824,0.6588489894316544,0.0473806161879446,0.750781593012706,0.7290002674272532,-0.2865486569307502,-0.621649836195163,-0.0496190518365,-0.0187430828684,0.670412721119
29,dinoR0030.png,-0.5191395102544,0.23586928378445904,0.35098644311321925,0.8087011948594216,-0.2795530629587802,-0.5175446477564115,0.20773408219460512,0.9588868681508422,-0.19334485395770235,0.5503178236067969,0.04884709954828619,0.8335249554694767,0.8087013146120152,-0.2795531043550395,-0.5175447243945002,-0.0504673212817,-0.0183863600469,0.667417778127
30,dinoR0031.png,-0.5612456614368572,0.23118409208319346,0.2757798652448031,0.8734585271484442,-0.2724291674674874,-0.4035499350299069,0.22549087835518788,0.9609114892594163,-0.16063233155522622,0.4315375214043389,0.04930945482902333,0.9007459371325609,0.8734587589225743,-0.2724292397571627,-0.4035500421127646,-0.0512923606347,-0.0176091118282,0.664496872271
31,dinoR0032.png,-0.5927029511638461,0.22650576719912527,0.19553362887361872,0.9220659572390182,-0.26530967102605696,-0.28178919240974887,0.23862103733159024,0.9629295320879435,-0.1258036355365788,0.3047207351378963,0.04875906922599013,0.9511923382866652,0.9220662916838324,-0.26530976725718114,-0.2817892946182008,-0.0520788009733,-0.0164258168762,0.6617044145
32,dinoR0033.png,-0.6129253896422193,0.2219214574745083,0.1117425695688255,0.953618034883615,-0.2583271976499732,-0.1545305875774255,0.24687996910258325,0.9649034043163952,-0.08950755861736175,0.17222982161524675,0.0472061953817153,0.9839244379161204,0.9536184465193855,-0.2583273091586813,-0.15453065428161436,-0.0528119924018,-0.0148585177373,0.659092423021
33,dinoR0034.png,-0.6215362711006702,0.2175165599264225,0.0259675562433707,0.9675270158938851,-0.25161181826901025,-0.02414469757184736,0.2501138253940654,0.966796336439457,-0.05242022804326586,0.03653283590026146,0.04467976039808842,0.9983324989295759,0.967527466477097,-0.2516119354461633,-0.02414470881617977,-0.053478276951,-0.0129364102292,0.656709554293
34,dinoR0035.png,-0.6183751911079043,0.21337312946266396,-0.06019358487921529,0.9635338087252715,-0.2452886277709364,0.10693964899709768,0.2482623655813493,0.96857306671285,-0.015232510618626634,-0.09984244388370345,0.04122682697917802,0.9941481264084718,0.9635342528291562,-0.24528874082730398,0.10693969828681965,-0.0540652430003,-0.0106952995785,0.654600196652
35,dinoR0036.png,-0.603501034604607,0.20956835035408622,-0.14513583474522018,0.9417127996739079,-0.2394754147915434,0.23628061418311166,0.241360078858032,0.9702004980129169,0.0213628568351132,-0.2343556042780282,0.03691171674209104,0.9714492672966046,0.9417131915911995,-0.2394755144552158,0.23628071251718805,-0.0545619564826,-0.00817693343674,0.652803643441
36,dinoR0037.png,-0.577190883059005,0.20617309884181448,-0.22727686968777677,0.9024704731066976,-0.2342804682604792,0.36146881934715147,0.22953554358452916,0.9716483142010833,0.056684167452297624,-0.3645009033392387,0.031814812724253516,0.9306587647351511,0.9024707739511524,-0.23428054635941079,0.36146893984515455,-0.0549591645213,-0.00542822456449,0.651353361208
37,dinoR0038.png,-0.5399348381074693,0.20325062117250006,-0.30508657858516214,0.8465378180572576,-0.2298005577372655,0.4801722881013639,0.21300902546542344,0.9728895455702603,0.09007346105183514,-0.4878540135709236,0.02603105930434177,0.8725364582086379,0.846538001895231,-0.2298006076417918,0.4801723923777452,-0.0552494679837,-0.00250037550652,0.650276365599
38,dinoR0039.png,-0.49242691202274214,0.20085535803722707,-0.37711550305799524,0.7749567430710903,-0.22611913486968005,0.5901797888884669,0.19208838346748064,0.973901070131197,0.12090875365304035,-0.6021170829355932,0.019668197469679384,0.7981650603969431,0.7749568010629628,-0.22611915179071745,0.5901798330530366,-0.055427459008,0.00055207311077,0.649592719212
39,dinoR0040.png,-0.4355520875885451,0.19903192865655117,-0.44202188051186575,0.6890606519546773,-0.22330477620889785,0.6894420895536398,0.16716332957207078,0.974664045094992,0.14861564209099465,-0.7051616066214001,0.01284475529856414,0.7089299697405801,0.6890605938038127,-0.223304757363872,0.6894420313705852,-0.0554898219582,0.00367225994446,0.649315157085
40,dinoR0041.png,-0.37036983518572625,0.19781430007060619,-0.4985966279300716,0.5904496115116581,-0.2214099065365798,0.7761101143208965,0.1386981703784032,0.9751642576815165,0.1726779994518195,-0.7950680600985104,0.005687840609605555,0.6064934671576415,0.5904494639549037,-0.22140985120497053,0.7761099203665145,-0.0554353951306,0.00680206181682,0.649448849677
41,dinoR0042.png,-0.29809437685924794,0.1972251543958975,-0.5457858647986278,0.4809605477499631,-0.22046982233800674,0.848569389587147,0.10722315794998927,0.9753923898766184,0.19264758954063826,-0.8701616562296068,-0.0016692268164645602,0.4927637508951121,0.48096035030627776,-0.22046973183084473,0.8485690412328624,-0.055265192394,0.00988317644013,0.649991306546
42,dinoR0043.png,-0.22007206766305357,0.19727546630194906,-0.5827105449113024,0.3626330292629201,-0.22050203432331808,0.9054701204042442,0.07332461222186397,0.9753441920090986,0.20815241667388523,-0.9290435433857898,-0.009089398732084355,0.36985939040557764,0.36263282790647583,-0.22050191188685475,0.9054696176308366,-0.0549823843033,0.012858208478,0.650932422748
43,dinoR0044.png,-0.13775631560965376,0.19796429857332093,-0.608682831334554,0.23767127487122916,-0.22150594125433135,0.9457523370777983,0.03763399896943602,0.9750205619140452,0.21890365525512312,-0.9706168634059799,-0.016434451372436813,0.24006986140637687,0.2376711146379893,-0.22150579191943745,0.9457516994704089,-0.0545922390383,0.015671738712,0.652254667069
44,dinoR0045.png,-0.05268050742930805,0.19927881956780946,-0.6232189095076272,0.10840309309254212,-0.22346284116428403,0.9686656430496313,0.000816166795740484,0.974427528207864,0.22470103004948633,-0.9941071839893516,-0.023567560302687543,0.10581289727836769,0.10840301080819337,-0.2234626715427923,0.9686649077752094,-0.0541020242672,0.0182713563965,0.653933408598
45,dinoR0046.png,0.03357055552377518,0.2011945422461931,-0.6260479997952468,-0.02276348166886595,-0.22633627977135426,0.9737831957677101,-0.036443037740231804,0.9735761379865613,0.22543654693241216,-0.9990769249039757,-0.030355849198352262,-0.030410548732931413,-0.02276346336649415,-0.22633609779169028,0.9737824128232395,-0.0535208717636,0.0206086355724,0.655937375557
46,dinoR0047.png,0.11939017912209178,0.20367578031897499,-0.6171174015958127,-0.15338504824432275,-0.2300727296014439,0.9610096597156699,-0.07344954614739825,0.9724822510392434,0.221096504615871,-0.985433509278697,-0.03667286507983777,-0.1660628915448371,-0.15338492462159267,-0.23007254417125186,0.9610088851770878,-0.0528596072993,0.0226400371504,0.658229237831
47,dinoR0048.png,0.2031797061372287,0.20667631301559214,-0.5965934750605016,-0.28102835717194435,-0.2346025871693544,0.9305829831652218,-0.10951399718548831,0.9711662444102512,0.21176174987744156,-0.9534310881350998,-0.04240093389221951,-0.2986171846468183,-0.28102814225222095,-0.23460240775428165,0.9305822714910001,-0.0521305489803,0.0243277199621,0.660766302364
